Day,Average Temperature (°C),Maximum temperature (°C),Minimum temperature (°C),Atmospheric pressure at sea level (hPa),Average relative humidity (%),Total rainfall (mm),Average visibility (Km),Average wind speed (Km/h),Maximum sustained wind speed (Km/h),Maximum speed of wind (Km/h),Total days it rained,Total days that snowed,Total days with thunderstorm,Total days with fog,date
15,27.7,34,17.2,1010.6,27,0,4,10.4,18.3,-,,,,,15-03-1983
16,27.2,32.5,19.7,1010,48,0,4,11.5,22.2,-,,,,,16-03-1983
17,26.7,33,22.8,1009.8,57,0,4,12.4,25.9,-,,,,,17-03-1983
18,25.7,29.8,23,1009.7,67,0,-,19.8,25.9,-,,,,,18-03-1983
19,23.5,28.5,20,1008.9,41,0,-,21.9,29.4,-,,,,,19-03-1983
20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20-03-1983
21,24.3,30,20,1011.1,47,0,-,8.3,16.5,-,,,,,21-03-1983
22,22.5,29,18.5,1011.5,68,0,-,7.4,9.4,-,,,,,22-03-1983
23,24,27,17.8,1014,70,0,-,7,9.4,-,,,,,23-03-1983
24,23.8,29.3,17.6,1011.7,71,0,4,7.4,16.5,-,,,,,24-03-1983
25,25.9,30,20.6,1010.8,53,0,4,16.7,22.2,-,,,,,25-03-1983
26,24.3,29,18.8,1012.5,44,0,4,15.6,18.3,-,,,,,26-03-1983
27,22.1,28,15.6,1013.4,67,0,-,11.9,22.2,-,,,,,27-03-1983
28,20.8,29.3,11.3,1013.4,34,0,4,4.3,9.4,-,,,,,28-03-1983
29,22.3,31.2,11.8,1013.9,30,0,4,7.2,24.1,-,,,,,29-03-1983
30,24.5,31,13.9,1012.5,24,0,4,7,13,-,,,,,30-03-1983
31,23.6,34,15.6,1012.2,25,0,-,6.3,13,-,,,,,31-03-1983
1,25,34,19.2,1011.3,31,0,-,3.7,9.4,-,,,,,1-04-1983
2,24,26,21,1012.5,67,0,4,3.9,5.4,-,o,,,,2-04-1983
3,23.4,28,15.9,1010.8,64,0,-,12.2,22.2,-,,,,,3-04-1983
4,24.7,31,16.7,1011.1,54,0,4,6.5,16.5,-,,,,,4-04-1983
5,27.1,31.8,21.9,1012.4,48,0,-,7.4,16.5,-,,,,,5-04-1983
6,23.7,28.9,21,1010.4,85,0,-,11.5,16.5,-,o,,o,,6-04-1983
7,25.5,30,20.6,1008.5,71,0,4,12.6,18.3,-,,,,,7-04-1983
8,25.1,30.2,21.7,1007.3,66,0,-,8.9,18.3,-,,,,,8-04-1983
9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-04-1983
10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10-04-1983
11,26,29,22.8,1008.5,78,0,4,16.1,27.8,-,,,,,11-04-1983
12,26.5,29.5,24,1007.6,69,0,4,14.3,25.9,-,,,,,12-04-1983
13,26.8,32,24,1006.8,69,0,4,19.1,29.4,-,,,,,13-04-1983
14,25.4,28,22.1,1004.4,82,0,-,5.6,16.5,-,,,,,14-04-1983
15,25.5,29.5,21.1,1004.1,64,0,-,12.6,16.5,-,,,,,15-04-1983
16,25.1,30.4,22.2,1005.9,54,0,-,15,25.9,-,,,,,16-04-1983
17,26.8,32,21.3,1009.7,40,0,4,10.6,13,-,,,,,17-04-1983
18,26.3,33.3,19,1016,41,0,4,7.4,22.2,-,,,,,18-04-1983
19,26.3,33,19.1,1016.5,44,0,3.9,4.6,9.4,-,,,,,19-04-1983
20,28.4,34,22,1014,52,0,-,5.2,13,-,,,,,20-04-1983
21,28,36,19.4,1011.4,52,0,-,5,9.4,-,,,,,21-04-1983
22,27.9,35,22.5,1008.2,57,0,-,6.7,13,-,,,,,22-04-1983
23,27.4,31,24,-,-,0,-,12.8,16.5,-,,,,,23-04-1983
24,25.7,30,22.3,1005.2,79,0,-,10.2,13,-,,,,,24-04-1983
25,26.8,32,23.3,1006.4,77,0,-,14.4,16.5,-,,,,,25-04-1983
26,27.7,33,24.4,1006.5,73,0,-,7.4,9.4,-,,,,,26-04-1983
27,31.8,40.3,26,1006.8,43,0,-,3.7,9.4,-,,,,,27-04-1983
28,30.1,42.2,24,1006.2,47,0,-,4.6,9.4,-,,,,,28-04-1983
29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29-04-1983
30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30-04-1983
1,35.5,43,24.4,1003.1,-,0,4,6.1,9.4,-,,,,,1-05-1983
2,28.9,33,23.3,1004.8,67,0,-,6.7,9.4,-,,,,,2-05-1983
3,29.3,33,24.4,1006.9,73,0,4,9.1,13,-,,,,,3-05-1983
4,29.8,34,25.2,1008.9,70,0,4,8,13,-,,,,,4-05-1983
5,28.2,35.3,24.7,1010,73,0,-,8.9,13,-,,,,,5-05-1983
6,30.7,37,25,1008.2,65,0,4,12.6,22.2,-,,,,,6-05-1983
7,28.1,33,24.8,1006.3,76,0,-,11.5,14.8,-,,,,,7-05-1983
8,30,35,26,1005.9,69,0,-,10.4,13,-,,,,,8-05-1983
9,28.8,32,25.6,1005.3,74,0,4,12.6,16.5,-,,,,,9-05-1983
10,29.3,32.9,25.9,1002.4,75,0,4,10.7,18.3,-,,,,,10-05-1983
11,29.3,33.7,27,1003.9,74,0,-,9.4,18.3,-,,,,,11-05-1983
12,29.3,35.5,25.7,1006.4,71,0,4,10.2,18.3,-,,,,,12-05-1983
13,29.5,34,26.1,1007.9,72,0,4,10.2,16.5,-,,,,,13-05-1983
14,29.6,32,27,1007,75,0,-,12.2,16.5,-,,,,,14-05-1983
15,29.6,32.5,26.9,1007.2,78,0,4,17.6,29.4,-,,,,,15-05-1983
16,29.9,33,27.5,1006.5,77,0,4,15.7,25.9,-,,,,,16-05-1983
17,29.6,33.5,27.3,1005.4,79,0,4,13.7,22.2,-,,,,,17-05-1983
18,30.4,34.5,26.7,1005,78,0,4,9.3,16.5,-,,,,,18-05-1983
19,31,33.5,27.5,1004.1,72,0,-,9.3,13,-,,,,,19-05-1983
20,31.1,34.7,27.7,1000.6,75,0,4,11.3,18.3,-,,,,,20-05-1983
21,30,35,27,1000.1,79,0,-,11.7,18.3,-,,,,,21-05-1983
22,33.1,37.5,28.4,1001.7,66,0,-,13,16.5,-,,,,,22-05-1983
23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23-05-1983
24,32,36,27.4,1002.3,70,0,4,15.9,25.9,-,,,,,24-05-1983
25,32.3,37.5,28,1004.4,63,0,4,16.1,33.5,-,,,,,25-05-1983
26,30.6,34,26.7,1006.2,75,0,4,14.8,21.3,-,,,,,26-05-1983
27,30.2,34,28,1005.8,75,0,-,9.3,13,-,,,,,27-05-1983
28,30.7,35,27.2,1003.1,74,0,4,17.4,25.9,-,,,,,28-05-1983
29,30.1,33.5,27.3,1003.6,70,0,-,13.5,16.5,-,,,,,29-05-1983
30,30.7,34,27.2,1005.2,71,0,4,17.8,29.4,-,,,,,30-05-1983
31,29.8,34,26.7,1006.8,74,0,-,13.1,18.3,-,,,,,31-05-1983
1,29.9,34.0,26.7,1006.4,72.0,0,4,11.7,16.5,-,,,,,1-06-1983
2,30.4,34.5,27.7,1003.6,72.0,0,4,13.3,18.3,-,,,,,2-06-1983
3,30.6,35.0,27.8,1003.2,76.0,0,-,10.6,25.9,-,,,,,3-06-1983
4,31.0,34.5,26.8,1003.7,72.0,0,4,6.9,13.0,-,,,,,4-06-1983
5,30.7,34.0,26.7,1001.2,73.0,0,15.4,8.0,16.5,-,,,,,5-06-1983
6,31.0,34.0,28.0,1000.0,72.0,0,-,10.4,18.3,-,,,,,6-06-1983
7,30.1,33.0,27.9,1000.0,79.0,0,-,8.3,13.0,-,,,,,7-06-1983
8,31.2,34.3,28.0,999.4,72.0,0,4,12.8,16.5,-,,,,,8-06-1983
9,31.1,34.5,27.5,1000.0,73.0,0,4,10.6,13.0,-,,,,,9-06-1983
10,32.3,35.0,30.0,1000.2,67.0,0,-,16.1,22.2,-,,,,,10-06-1983
11,31.5,35.0,29.4,1000.0,69.0,0,-,10.0,13.0,-,,,,,11-06-1983
12,31.8,35.3,29.5,1002.1,68.0,0,4,7.4,16.5,-,,,,,12-06-1983
13,31.7,35.0,29.0,1005.4,65.0,0,-,5.7,9.4,-,,,,,13-06-1983
14,32.8,37.5,29.0,1004.5,63.0,0,-,10.2,18.3,-,,,,,14-06-1983
15,31.8,36.5,28.3,1003.5,68.0,0,4,13.7,18.3,-,,,,,15-06-1983
16,30.8,34.0,29.0,1003.6,72.0,0,-,22.6,25.9,-,,,,,16-06-1983
17,31.2,35.0,27.0,1001.0,70.0,0,4,18.1,22.2,-,,,,,17-06-1983
18,32.6,35.5,29.0,999.0,68.0,0,-,11.9,18.3,-,,,,,18-06-1983
19,31.4,38.3,27.9,998.9,74.0,0,-,11.5,22.2,-,,,,,19-06-1983
20,33.2,40.2,29.0,999.5,66.0,0,3.1,8.3,13.0,-,,,,,20-06-1983
21,33.6,36.1,30.0,1000.1,68.0,0,4,15.2,16.5,-,,,,,21-06-1983
22,32.2,37.5,28.2,998.6,66.0,0,4,18.1,22.2,-,,,,,22-06-1983
23,32.3,38.0,28.5,998.0,69.0,0,-,10.9,16.5,-,,,,,23-06-1983
24,32.8,37.0,28.1,997.9,63.0,0,4,11.9,13.0,-,,,,,24-06-1983
25,31.2,34.0,28.1,999.0,68.0,0,-,8.1,13.0,-,,,,,25-06-1983
26,32.4,37.0,28.3,998.5,66.0,0,5.8,10.6,13.0,-,,,,,26-06-1983
27,31.2,35.0,28.1,995.4,66.0,0,-,10.0,13.0,-,,,,,27-06-1983
28,30.0,36.6,26.0,993.4,77.0,0,-,9.8,16.5,-,,,,,28-06-1983
29,32.0,36.7,28.3,995.8,71.0,0,-,9.3,13.0,-,,,,,29-06-1983
30,31.7,35.5,29.0,999.6,73.0,0,-,8.5,13.0,-,,,,,30-06-1983
1,31.1,33,30,1000.1,80,0,3.1,16.7,22.2,-,,,,,1-07-1983
2,31.5,34.5,29.4,997.2,72,0,-,16.1,18.3,-,,,,,2-07-1983
3,30.8,34,30,996.3,71,0,-,20.4,29.4,-,,,,,3-07-1983
4,31.6,35,30,998.3,69,0,14.5,22.6,25.9,-,,,,,4-07-1983
5,31.1,34,28.3,998.9,74,0,4,15.6,18.3,-,,,,,5-07-1983
6,32,34,28.7,1003.9,62,0,-,-,-,-,,,,,6-07-1983
7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-07-1983
8,31.2,34.5,28.3,1002.2,68,0,4,13.3,16.5,-,,,,,8-07-1983
9,30.8,34,28.6,1002.6,71,0,4,16.3,22.2,-,,,,,9-07-1983
10,30.6,33.7,28.4,1002.6,73,0,-,15.6,25.9,-,,,,,10-07-1983
11,29.4,31,28,1001.4,80,0,-,8.1,16.5,-,,,,,11-07-1983
12,32.5,35,28,1000.2,65,0,4,9.3,22.2,-,,,,,12-07-1983
13,31.1,38,28.6,999,70,0,-,1.5,5.4,-,,,,,13-07-1983
14,31.7,36,28.3,998.5,69,0,-,-,-,-,,,,,14-07-1983
15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15-07-1983
16,32.3,36,30,995.6,74,0,-,10.6,16.5,-,,,,,16-07-1983
17,31.8,34.8,30,995.8,73,0,-,13.9,16.5,-,,,,,17-07-1983
18,30.7,33,28.6,997.7,79,0,-,13,22.2,-,,,,,18-07-1983
19,31.8,36,28.3,996.3,74,0,4,17.4,22.2,-,,,,,19-07-1983
20,31.4,35,28.9,995.8,76,0,4,13,16.5,-,,,,,20-07-1983
21,32.2,36.2,28.3,995.7,70,0,4,13,16.5,-,,,o,,21-07-1983
22,30,32,26.9,995.9,83,0,-,14.8,16.5,-,,,,,22-07-1983
23,30.8,36,28,996.4,82,13.97,4,5.2,16.5,-,,,,,23-07-1983
24,28.8,30,26.4,997.9,87,0,4,5.6,18.3,-,,,,,24-07-1983
25,29.8,33,27.4,998.5,83,0,4,14.3,18.3,-,,,,,25-07-1983
26,30.1,33.6,28,998.6,75,0,-,11.1,16.5,-,,,,,26-07-1983
27,30.8,34,27,1000.1,77,0,-,17,22.2,-,,,,,27-07-1983
28,31.9,38,28.5,1001.3,72,0,-,15.4,22.2,-,,,,,28-07-1983
29,30.2,32,29,1001.7,75,0,-,15.6,18.3,-,,,,,29-07-1983
30,30.8,34,27.5,1001.5,75,0,4,13.9,16.5,-,,,,,30-07-1983
31,30.3,33,28.5,1001.2,74,0,4,10.4,16.5,-,,,,,31-07-1983
1,30.7,33.0,28.3,998.7,75.0,0,-,9.6,16.5,-,,,,,1-08-1983
2,31.0,34.8,27.5,998.5,74.0,0,-,5.9,16.5,-,,,,,2-08-1983
3,29.4,32.0,28.0,999.3,88.0,1.02,4,3.7,13.0,-,,,,,3-08-1983
4,27.9,29.7,26.1,999.4,92.0,-,3.5,7.4,16.5,-,o,,,,4-08-1983
5,26.9,31.0,26.4,1001.7,94.0,0,-,3.1,9.4,-,,,,,5-08-1983
6,29.6,33.0,26.0,1002.4,79.0,0,-,6.7,9.4,-,o,,,,6-08-1983
7,29.8,34.0,26.5,1002.7,79.0,0,-,13.1,16.5,-,,,,,7-08-1983
8,32.2,36.0,27.2,999.4,69.0,0,-,12.2,16.5,-,,,,,8-08-1983
9,30.7,35.0,28.5,999.6,72.0,0,3.1,17.2,25.9,-,,,,,9-08-1983
10,30.4,35.5,27.8,1001.5,77.0,0,4,5.9,13.0,-,o,,,,10-08-1983
11,29.7,33.0,27.5,1000.9,79.0,0,-,10.2,16.5,-,,,,,11-08-1983
12,29.3,31.0,27.8,1000.5,81.0,0,4,15.0,18.3,-,,,,,12-08-1983
13,29.6,32.2,26.7,999.4,80.0,0,4,18.7,22.2,-,,,,,13-08-1983
14,29.6,32.8,27.0,999.8,79.0,0,-,15.2,18.3,-,,,,,14-08-1983
15,30.0,33.4,27.0,999.3,79.0,0,-,13.9,18.3,-,,,,,15-08-1983
16,31.3,34.2,29.0,998.3,77.0,0,4,12.2,16.5,-,,,,,16-08-1983
17,31.2,37.0,27.4,998,77.0,0,4,15.7,25.9,-,o,,,,17-08-1983
18,28.0,29.5,26.5,998.1,92.0,0,-,10.4,16.5,-,,,,,18-08-1983
19,27.3,28.0,26.0,-,95.0,0,-,9.6,13.0,-,,,,,19-08-1983
20,29.8,31.2,25.6,998.7,83.0,0,4,9.6,16.5,-,,,,,20-08-1983
21,29.7,33.3,28.0,999.9,88.0,0,4,4.6,13.0,-,,,,,21-08-1983
22,28.3,30.5,27.0,1000.5,84.0,0,-,13.7,18.3,-,,,,,22-08-1983
23,28.1,29.0,27.0,-,85.0,0,-,14.3,18.3,-,,,,,23-08-1983
24,28.0,29.0,27.0,1001.6,85.0,0,-,16.7,22.2,-,,,,,24-08-1983
25,27.9,29.5,26.3,999.8,85.0,0,-,21.1,25.9,-,,,,,25-08-1983
26,28.2,31.5,25.7,1001.8,84.0,0,-,15.7,22.2,-,,,,,26-08-1983
27,29.0,32.0,27.0,1003,77.0,0,-,15.2,16.5,-,,,,,27-08-1983
28,28.5,30.0,25.7,1002.2,80.0,0,7.7,15.4,22.2,-,,,,,28-08-1983
29,28.0,31.5,26.0,1002.8,81.0,0,-,21.1,25.9,-,,,,,29-08-1983
30,28.0,31.5,25.7,1003.9,82.0,0,-,17.2,18.3,-,,,,,30-08-1983
31,28.5,30.0,26.0,1003.7,79.0,0,-,16.7,22.2,-,,,,,31-08-1983
1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-09-1983
2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2-09-1983
3,29.9,33.5,25.9,1003.2,77,0,4,8.9,13,-,,,,,3-09-1983
4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4-09-1983
5,27.3,29,26,1004.1,92,0,-,8.3,9.4,-,,,,,5-09-1983
6,27.8,32,20,1002.4,88,0,4,12.6,18.3,-,,,,,6-09-1983
7,29.5,32.2,26.1,1002.3,77,0,4,12.4,16.5,-,,,,,7-09-1983
8,29.3,34,26.4,1003.2,76,0,4,12.2,16.5,-,,,,,8-09-1983
9,29.2,32,26.7,1002.6,78,0,-,11.9,22.2,-,,,,,9-09-1983
10,29.1,32.2,26.7,1002.1,78,0,4,13.9,18.3,-,,,,,10-09-1983
11,30,38,25.7,1002.7,74,0,4,10.6,16.5,-,,,,,11-09-1983
12,28.2,33,24.9,1005.7,80,0,4,5.9,13,-,,,,,12-09-1983
13,29,33,20.4,1006.3,76,0,-,5.6,13,-,,,,,13-09-1983
14,30.7,34,26.2,1004.7,71,0,4,12.2,16.5,-,,,,,14-09-1983
15,31.2,37,27.2,1003.2,71,0,4,13.3,18.3,-,,,,,15-09-1983
16,30.2,34,27,1003.4,75,0,-,9.6,16.5,-,,,,,16-09-1983
17,30,34,27,1005.2,78,0,4,11.9,18.3,-,,,,,17-09-1983
18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18-09-1983
19,32,35,29,-,-,0,-,-,-,-,,,,,19-09-1983
20,30.6,33.5,27.7,1004.2,73,0,4,13.3,18.3,-,,,,,20-09-1983
21,30.5,33,27,1004.9,74,0,-,12,16.5,-,,,,,21-09-1983
22,29.7,33,26.1,1003.9,75,0,-,11.7,16.5,-,,,,,22-09-1983
23,29.7,33.4,26.3,1004.2,77,0,4,7.8,16.5,-,,,,,23-09-1983
24,31.3,37,25.6,1005.3,71,0,4,5.2,13,-,,,,,24-09-1983
25,35,40,28,1005,51,0,5.3,4.6,16.5,-,,,,,25-09-1983
26,29.8,38,25,1003.6,75,0,4,9.3,16.5,-,,,,,26-09-1983
27,29.1,33,28,1002.5,84,0,4,10.6,16.5,-,,,,,27-09-1983
28,29.2,34,26.4,1006.1,81,0,-,10.4,16.5,-,,,,,28-09-1983
29,30.3,34,27,1006.6,79,0,-,13.7,16.5,-,,,,,29-09-1983
30,31.8,35.5,28,1006.8,71,0,-,11.1,16.5,-,,,,,30-09-1983
1,30.3,35.5,26.5,1006.8,74.0,0,4,18.5,46.5,-,,,,,1-10-1983
2,30.2,34.0,27.0,1005.5,76.0,0,-,14.6,18.3,-,,,,,2-10-1983
3,28.8,35.0,26.1,1005.8,84.0,0,-,13.7,18.3,-,,,,,3-10-1983
4,31.8,35.0,27.0,1007.4,72.0,0,-,-,-,-,,,,,4-10-1983
5,29.8,36.0,24.9,1006.9,50.0,0,4,6.5,18.3,-,,,,,5-10-1983
6,30.4,35.5,24.0,1005.6,71.0,0,-,4.3,5.4,-,,,,,6-10-1983
7,30.4,40.0,21.1,1005.9,66.0,0,-,1.1,5.4,-,,,,,7-10-1983
8,33.1,41.0,21.7,1005.5,43.0,0,4,5.6,14.8,-,,,,,8-10-1983
9,31.3,38.5,25.0,1005,66.0,0,-,4.1,5.4,-,,,,,9-10-1983
10,31.0,40.0,22.8,1005,54.0,0,4,1.3,9.4,-,,,,,10-10-1983
11,28.7,35.0,20.6,1005.7,47.0,0,4,3.1,13,-,,,,,11-10-1983
12,27.0,33.5,21.7,1006.5,70.0,0,-,8.3,16.5,-,,,,,12-10-1983
13,28.3,32.8,22.2,1005.5,76.0,0,4,9.4,22.2,-,,,,,13-10-1983
14,28.8,34.0,23.0,1006.5,71.0,0,-,6.9,13,-,,,,,14-10-1983
15,28.0,33.0,23.0,1007.2,67.0,0,-,5.2,13,-,,,,,15-10-1983
16,26.8,34.0,20.0,1008.4,76.0,0,4,3.7,13,-,,,,,16-10-1983
17,28.8,33.0,20.0,1008.4,70.0,0,4,3.7,9.4,-,,,,,17-10-1983
18,25.8,33.0,21.0,1010.8,79.0,0,-,3.3,16.5,-,,,,,18-10-1983
19,28.8,35.0,21.1,1010.8,51.0,0,-,5.9,13,-,,,,,19-10-1983
20,28.3,36.0,21.1,1010.3,50.0,0,4,3.7,13,-,,,,,20-10-1983
21,29.5,35.0,24.0,-,49.0,0,-,3.1,13,-,,,,,21-10-1983
22,27.5,33.0,20.6,1013.8,61.0,0,-,2.4,9.4,-,,,,,22-10-1983
23,26.6,32.0,20.5,1013.9,65.0,0,-,2.4,9.4,-,,,,,23-10-1983
24,26.0,33.0,18.3,1013.7,71.0,0,4,3.1,9.4,-,,,,,24-10-1983
